Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area ,Type of company want to settle in?,Taken inputs from seniors or elders,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
7,4,3,8,yes,no,machine learning,excellent,excellent,data engineering,cloud computing,Service Based,yes,Management,hard worker,yes,no,Web Developer
1,3,6,5,no,yes,machine learning,medium,medium,Computer Architecture,security,Web Services,no,Technical,hard worker,no,no,Web Developer
7,4,7,7,no,no,python,medium,medium,IOT,testing,Service Based,yes,Management,smart worker,no,yes,Web Developer
8,3,3,4,yes,no,hadoop,medium,excellent,cloud computing domain,Business process analyst,Service Based,yes,Technical,smart worker,yes,yes,Web Developer
5,6,5,7,no,no,information security,excellent,poor,Management,developer,Service Based,yes,Management,hard worker,no,yes,Web Developer
1,4,9,3,yes,yes,information security,excellent,excellent,programming,system developer,product development,no,Management,hard worker,yes,yes,Web Developer
3,4,5,1,yes,yes,distro making,poor,medium,Computer Architecture,Business process analyst,BPA,no,Technical,hard worker,no,no,Web Developer
8,5,4,1,no,no,r programming,medium,excellent,networks,Business process analyst,Service Based,no,Technical,smart worker,no,yes,Web Developer
7,1,5,2,no,yes,shell programming,poor,medium,programming,cloud computing,Web Services,yes,Management,hard worker,no,no,Web Developer
3,2,8,1,no,no,distro making,poor,medium,IOT,testing,SAaS services,no,Management,smart worker,no,yes,Web Developer
2,2,1,8,yes,no,app development,excellent,medium,Computer Architecture,developer,Cloud Services,no,Technical,smart worker,no,yes,Web Developer
2,3,5,8,no,no,information security,medium,medium,Computer Architecture,developer,Sales and Marketing,yes,Management,hard worker,yes,no,Web Developer
8,5,4,1,yes,yes,full stack,poor,medium,hacking,system developer,Finance,yes,Management,hard worker,no,yes,Web Developer
5,5,8,9,yes,no,information security,excellent,excellent,programming,system developer,BPA,no,Management,smart worker,no,no,Web Developer
9,1,8,6,yes,no,hadoop,poor,excellent,Management,system developer,Service Based,yes,Technical,smart worker,no,no,Web Developer
5,1,6,4,no,no,shell programming,excellent,medium,Management,cloud computing,Service Based,no,Technical,smart worker,no,no,Web Developer
3,6,4,3,yes,yes,distro making,medium,poor,programming,testing,SAaS services,no,Management,hard worker,yes,yes,Web Developer
4,0,3,2,no,yes,full stack,excellent,excellent,cloud computing domain,Business process analyst,Web Services,yes,Technical,hard worker,no,yes,Web Developer
2,5,2,9,no,no,information security,excellent,poor,IOT,security,Product based,no,Management,smart worker,yes,yes,Web Developer
6,2,4,3,no,yes,information security,medium,medium,data engineering,developer,BPA,yes,Management,smart worker,yes,no,Web Developer
5,6,1,6,no,no,full stack,poor,poor,cloud computing domain,testing,Service Based,no,Management,smart worker,no,no,Web Developer
8,3,9,7,no,yes,full stack,poor,medium,Software Engineering,testing,product development,no,Management,smart worker,no,no,Web Developer
5,4,7,7,no,yes,information security,poor,excellent,networks,security,Service Based,yes,Management,smart worker,yes,no,Web Developer
7,2,4,6,yes,no,app development,poor,poor,programming,testing,Testing and Maintainance Services,yes,Management,smart worker,yes,yes,Web Developer
5,3,5,4,yes,no,r programming,poor,medium,cloud computing domain,cloud computing,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
5,5,6,4,yes,yes,app development,poor,excellent,programming,system developer,BPA,no,Management,smart worker,yes,no,Web Developer
5,5,8,7,no,no,python,poor,medium,data engineering,system developer,Service Based,no,Management,smart worker,no,yes,Web Developer
2,5,7,5,no,no,shell programming,medium,medium,data engineering,system developer,product development,yes,Management,hard worker,no,yes,Web Developer
4,3,2,8,no,yes,app development,medium,medium,Management,testing,BPA,no,Technical,hard worker,yes,no,Web Developer
9,4,2,9,yes,no,hadoop,poor,poor,IOT,Business process analyst,Cloud Services,yes,Management,smart worker,no,yes,Web Developer
9,0,2,6,no,no,r programming,excellent,poor,cloud computing domain,cloud computing,BPA,yes,Technical,smart worker,yes,yes,Web Developer
3,2,9,2,no,no,machine learning,medium,poor,data engineering,security,product development,yes,Management,smart worker,yes,yes,Web Developer
7,6,1,5,yes,no,hadoop,medium,poor,IOT,system developer,product development,yes,Management,hard worker,no,no,Web Developer
3,4,6,5,yes,no,information security,poor,medium,hacking,cloud computing,SAaS services,no,Technical,smart worker,yes,yes,Web Developer
8,6,9,4,no,no,shell programming,excellent,medium,Software Engineering,security,Product based,yes,Management,hard worker,yes,no,Web Developer
5,6,9,2,yes,no,shell programming,poor,medium,parallel computing,security,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
7,3,5,7,no,no,information security,excellent,medium,IOT,security,Web Services,yes,Management,hard worker,no,no,Web Developer
8,0,7,4,no,no,distro making,excellent,excellent,parallel computing,security,Service Based,no,Technical,hard worker,no,no,Web Developer
4,5,7,9,no,yes,app development,poor,poor,hacking,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,no,yes,Web Developer
5,3,3,2,no,no,python,medium,medium,programming,cloud computing,Service Based,yes,Management,hard worker,no,yes,Web Developer
4,0,1,5,yes,yes,full stack,excellent,medium,programming,developer,Service Based,no,Technical,smart worker,no,no,Web Developer
8,1,6,8,yes,no,r programming,excellent,poor,IOT,testing,Finance,yes,Technical,hard worker,yes,yes,Web Developer
4,0,9,7,yes,yes,r programming,poor,excellent,Computer Architecture,testing,product development,yes,Technical,hard worker,yes,yes,Web Developer
4,5,4,8,yes,no,full stack,poor,poor,programming,system developer,Cloud Services,no,Management,hard worker,yes,yes,Web Developer
8,0,7,5,no,no,machine learning,excellent,medium,hacking,developer,Product based,yes,Technical,hard worker,yes,yes,Web Developer
6,1,3,7,no,no,shell programming,poor,medium,data engineering,security,SAaS services,no,Technical,hard worker,yes,yes,Web Developer
2,6,8,1,yes,no,shell programming,excellent,medium,cloud computing domain,cloud computing,SAaS services,yes,Management,hard worker,no,no,Web Developer
2,1,8,7,no,yes,machine learning,medium,excellent,data engineering,cloud computing,Web Services,no,Management,smart worker,no,no,Web Developer
7,0,6,9,no,no,python,medium,poor,data engineering,developer,Product based,yes,Management,smart worker,yes,no,Web Developer
1,6,5,7,yes,no,app development,excellent,excellent,cloud computing domain,developer,BPA,no,Technical,hard worker,yes,yes,Web Developer
1,4,1,5,no,yes,shell programming,excellent,excellent,cloud computing domain,cloud computing,BPA,yes,Technical,smart worker,yes,no,Web Developer
9,4,8,3,yes,no,r programming,poor,poor,hacking,security,Finance,yes,Technical,smart worker,no,yes,Web Developer
2,4,6,9,yes,yes,information security,poor,poor,parallel computing,testing,Product based,no,Technical,smart worker,no,yes,Web Developer
8,0,2,2,yes,no,app development,medium,medium,Computer Architecture,system developer,Product based,yes,Management,smart worker,yes,yes,Web Developer
9,0,7,2,yes,no,full stack,excellent,excellent,IOT,testing,BPA,no,Management,smart worker,yes,yes,Web Developer
7,3,8,6,yes,no,distro making,poor,excellent,hacking,system developer,Product based,yes,Technical,hard worker,no,yes,Web Developer
8,5,6,6,yes,no,machine learning,excellent,excellent,programming,Business process analyst,product development,no,Technical,smart worker,no,yes,Web Developer
1,0,4,7,no,no,python,medium,medium,networks,security,Web Services,yes,Technical,smart worker,yes,no,Web Developer
7,0,3,6,no,yes,shell programming,poor,medium,programming,testing,Service Based,no,Technical,smart worker,no,no,Web Developer
5,5,8,6,no,no,shell programming,poor,poor,data engineering,system developer,Finance,no,Technical,smart worker,no,yes,Web Developer
6,2,1,5,yes,yes,distro making,excellent,poor,Software Engineering,system developer,product development,yes,Management,smart worker,no,yes,Web Developer
2,2,9,6,no,no,app development,medium,poor,Software Engineering,security,SAaS services,yes,Technical,hard worker,no,no,Web Developer
8,3,4,7,yes,no,information security,poor,excellent,programming,developer,Web Services,no,Technical,hard worker,no,no,Web Developer
5,2,2,9,no,yes,information security,medium,excellent,Management,Business process analyst,Finance,yes,Management,hard worker,yes,no,Web Developer
5,2,9,1,no,yes,python,excellent,excellent,programming,Business process analyst,Product based,yes,Technical,smart worker,yes,no,Web Developer
2,2,7,6,yes,yes,r programming,excellent,poor,IOT,Business process analyst,Sales and Marketing,yes,Management,smart worker,no,yes,Web Developer
6,0,7,7,no,yes,machine learning,excellent,excellent,Management,developer,BPA,no,Technical,smart worker,yes,no,Web Developer
1,3,2,6,yes,no,r programming,excellent,medium,IOT,cloud computing,BPA,no,Management,hard worker,yes,no,Web Developer
3,1,8,4,no,no,distro making,excellent,medium,cloud computing domain,developer,Finance,yes,Technical,smart worker,yes,yes,Web Developer
5,5,8,5,yes,yes,app development,poor,excellent,networks,developer,Cloud Services,no,Management,smart worker,no,no,Web Developer
6,1,3,9,yes,no,hadoop,poor,medium,Management,testing,Finance,yes,Technical,hard worker,no,yes,Web Developer
4,1,1,2,no,yes,shell programming,medium,poor,IOT,Business process analyst,Product based,no,Management,smart worker,yes,yes,Web Developer
5,4,5,4,yes,yes,information security,poor,medium,Software Engineering,system developer,SAaS services,yes,Technical,hard worker,no,no,Web Developer
8,3,7,3,yes,no,full stack,excellent,medium,programming,system developer,Cloud Services,no,Management,smart worker,yes,yes,Web Developer
4,2,6,3,yes,yes,python,poor,medium,programming,developer,Web Services,no,Technical,smart worker,no,yes,Web Developer
1,1,9,2,yes,yes,full stack,excellent,poor,Computer Architecture,security,Service Based,yes,Management,hard worker,yes,no,Web Developer
7,3,6,9,no,no,full stack,poor,medium,Software Engineering,system developer,SAaS services,yes,Management,smart worker,yes,no,Web Developer
7,6,7,3,yes,no,shell programming,medium,medium,Software Engineering,system developer,product development,no,Technical,hard worker,yes,yes,Web Developer
1,2,5,6,yes,no,distro making,medium,poor,hacking,developer,Testing and Maintainance Services,yes,Technical,smart worker,no,no,Web Developer
9,0,4,7,yes,no,r programming,poor,excellent,hacking,security,Cloud Services,yes,Technical,hard worker,no,no,Web Developer
1,3,3,1,no,yes,full stack,poor,medium,Management,testing,Product based,no,Management,smart worker,no,yes,Web Developer
4,0,6,2,yes,yes,distro making,excellent,poor,parallel computing,Business process analyst,Product based,no,Technical,smart worker,yes,yes,Web Developer
4,2,4,2,yes,yes,hadoop,excellent,medium,cloud computing domain,testing,BPA,yes,Management,smart worker,yes,no,Web Developer
5,2,9,8,no,yes,information security,excellent,medium,programming,system developer,Web Services,no,Technical,hard worker,no,no,Web Developer
1,2,8,5,no,no,python,medium,excellent,programming,security,Testing and Maintainance Services,no,Management,hard worker,no,yes,Web Developer
4,3,5,3,no,yes,shell programming,medium,poor,hacking,testing,product development,yes,Technical,hard worker,no,yes,Web Developer
6,5,1,3,no,yes,full stack,excellent,excellent,parallel computing,developer,Cloud Services,no,Technical,smart worker,yes,yes,Web Developer
2,3,7,5,no,yes,python,excellent,poor,IOT,testing,Product based,yes,Management,smart worker,no,no,Web Developer
8,1,4,8,yes,yes,information security,poor,poor,IOT,developer,Cloud Services,no,Technical,smart worker,yes,no,Web Developer
9,5,1,3,no,no,hadoop,medium,excellent,cloud computing domain,security,product development,yes,Management,hard worker,no,no,Web Developer
7,6,7,7,yes,no,information security,poor,excellent,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Technical,hard worker,yes,yes,Web Developer
7,5,4,9,no,no,machine learning,poor,poor,Computer Architecture,Business process analyst,Testing and Maintainance Services,no,Management,hard worker,yes,no,Web Developer
8,0,8,4,no,no,hadoop,medium,poor,parallel computing,Business process analyst,Finance,yes,Management,smart worker,yes,no,Web Developer
9,3,9,8,yes,no,distro making,medium,medium,Software Engineering,security,product development,no,Technical,hard worker,yes,yes,Web Developer
9,0,2,6,yes,yes,information security,poor,poor,Software Engineering,testing,Web Services,no,Technical,hard worker,no,yes,Web Developer
7,2,9,8,yes,no,information security,excellent,medium,Computer Architecture,developer,Testing and Maintainance Services,no,Technical,smart worker,no,no,Web Developer
2,3,7,4,no,no,information security,medium,medium,hacking,system developer,Testing and Maintainance Services,yes,Management,hard worker,yes,no,Web Developer
5,5,9,8,no,no,app development,medium,medium,parallel computing,cloud computing,Testing and Maintainance Services,yes,Technical,smart worker,no,yes,Web Developer
4,0,6,1,yes,yes,r programming,poor,excellent,Computer Architecture,cloud computing,Finance,no,Technical,smart worker,yes,no,Web Developer
7,4,1,2,yes,no,app development,excellent,medium,IOT,testing,Service Based,no,Management,smart worker,no,yes,Web Developer
8,4,5,7,no,yes,distro making,excellent,poor,programming,testing,Web Services,yes,Management,smart worker,no,no,Web Developer
8,5,9,2,yes,yes,full stack,excellent,poor,cloud computing domain,developer,Finance,yes,Management,hard worker,yes,yes,Web Developer
8,6,7,4,yes,no,full stack,excellent,excellent,IOT,developer,SAaS services,yes,Management,smart worker,yes,yes,Web Developer
3,4,9,8,yes,no,full stack,medium,medium,networks,cloud computing,product development,yes,Management,smart worker,no,yes,Web Developer
